timestamp,voltage_pu,active_power_kw,reactive_power_kvar,frequency_hz,temperature_c,label,attack_type,severity
28,1.1148942609434442,32.209577039623206,3.2209577039623207,50.000743259977924,47.67543291733918,attack,overvoltage,medium
159,0.9861718051836948,23.27115562235701,2.327115562235701,49.94789044774811,30.940792333614045,normal,none,none
773,0.9829342596463383,13.789599759101396,1.3789599759101396,50.01181842573621,33.649093111903305,normal,none,none
584,1.0015909675013814,22.314388712411798,2.23143887124118,49.94334693714022,39.847396883300966,normal,none,none
864,0.9931094832247458,18.79112738766017,1.879112738766017,50.135536349903674,22.483044807274396,normal,none,none
371,1.0274419660964342,25.744895856021976,2.5744895856021976,52.08387367855277,38.00164843279265,attack,frequency_attack,critical
210,1.0041013829856293,20.60199807766496,2.060199807766496,45.491469233810726,35.15465271115886,attack,frequency_attack,critical
17,1.0105076406473585,22.696114611315135,2.2696114611315137,50.12543486760626,33.184619757113026,normal,none,none
222,1.008315025975368,33.991224806510914,3.3991224806510916,50.01546108281424,24.75734923688082,normal,none,none
79,0.8715581000875842,35.07356254515428,3.5073562545154284,49.830765726615454,24.76724628819862,attack,undervoltage,medium
25,1.012842831544228,31.19088790058064,3.1190887900580644,49.86754160760935,38.29352392402394,normal,none,none
102,1.0202373698727696,32.406442271621735,3.2406442271621736,50.062881195673604,18.057267553456914,normal,none,none
116,1.1855674422969829,33.02851764938122,3.302851764938122,49.93977813003117,40.12920525759974,attack,overvoltage,high
443,1.0145193872126106,73.49273200106116,7.349273200106116,50.07285141187295,33.60754401527798,attack,false_power,medium
456,1.0073801660085364,23.156217295819623,2.3156217295819626,50.141445439341226,30.47486137612141,normal,none,none
228,1.0215574722311553,75.7635542625734,7.57635542625734,49.90776592947111,34.83821428788986,attack,false_power,medium
473,0.9789094348423075,23.739259330866467,2.373925933086647,49.840008469662294,41.4999527917397,normal,none,none
463,1.0092443154500979,29.6070214646183,2.96070214646183,50.04232307359266,29.40894603986204,normal,none,none
85,0.9895510629416195,19.905081730281033,1.9905081730281033,50.074041963186815,40.05006393600414,normal,none,none
14,0.989800874818337,29.822432759102526,2.982243275910253,49.8369986202886,36.94101433168801,normal,none,none
97,1.021581651059486,32.78887571310767,3.2788875713107672,50.05397216043374,17.059553772892002,normal,none,none
340,1.0169844608997993,19.74052563280704,1.974052563280704,50.15327815592717,32.699240271708746,normal,none,none
32,1.0255566497047504,53.31001138494003,5.3310011384940035,50.00941522237183,27.79735456236621,attack,false_power,medium
363,0.9963413247380216,26.114003694735228,2.611400369473523,50.1661511377122,32.005361716131574,normal,none,none
269,0.9772880639363755,28.930930018687352,2.8930930018687353,50.13468568782166,37.59827837880992,normal,none,none
77,0.9770901075449098,72.60300852247332,7.260300852247332,49.985386000155025,29.639821660877125,attack,false_power,medium
306,1.0152970950551634,21.64928286039347,2.164928286039347,49.9358177690601,48.638794206264166,normal,none,none
457,0.994271412141726,89.4408576558804,8.94408576558804,50.12550166649825,26.291470262313904,attack,false_power,medium
236,0.9937679541451537,19.031644382185284,1.9031644382185284,46.893530703812104,34.568502971027776,attack,frequency_attack,critical
607,1.0149584702606735,18.617236475399743,1.8617236475399743,50.039110890565524,41.39389634288126,normal,none,none
304,0.9803137719042438,19.598397407089557,1.9598397407089558,49.82561751743492,44.09702403422153,normal,none,none
117,1.2407103336105367,24.98521924695893,2.4985219246958934,49.956903888204394,20.686238811180246,attack,overvoltage,high
364,1.0035875280884923,80.68638878819884,8.068638878819884,49.97133026757325,38.454726901589524,attack,false_power,medium
79,1.0067254556374512,25.688346444804637,2.568834644480464,49.8851108653077,44.49992242226097,normal,none,none
833,0.9750108390413301,18.809582794076363,1.8809582794076363,50.13482351104933,42.44530309395641,normal,none,none
90,0.8626209285039714,31.444449199896297,3.14444491998963,50.07231608947307,39.16417725446796,attack,undervoltage,medium
168,1.1106418636307969,16.391081027978267,1.6391081027978267,50.00484375728303,27.19660979009069,attack,overvoltage,medium
470,1.0217419669676306,25.102931558710896,2.5102931558710897,50.13217531602405,60.120148834203256,normal,none,none
658,0.9818644192797213,28.19759058809269,2.8197590588092694,49.99100343894017,17.431106770049066,normal,none,none
487,1.0117400963284364,15.573284298187298,1.55732842981873,49.9923997341296,40.163803898808965,normal,none,none
282,1.0016109179159747,17.672653231187596,1.7672653231187596,50.216411659094994,33.72670490394496,normal,none,none
29,1.0267203336038566,54.87191747128111,5.4871917471281115,50.19403290134026,27.70649303786692,attack,false_power,medium
716,0.9879384009764914,29.854134710434728,2.985413471043473,49.90409484176082,39.928980320886865,normal,none,none
998,0.9969227706399901,23.418143624609893,2.3418143624609895,50.19512536837155,27.910703386749972,normal,none,none
212,0.9898129621766233,24.183551576101355,2.4183551576101356,49.83020278981267,32.547745837575995,normal,none,none
501,0.9666462706212343,24.11916391028823,2.4119163910288233,50.091948805942735,39.76241644589934,normal,none,none
316,0.9685361569830445,68.04101150083453,6.804101150083453,49.92473951620683,48.170254629914936,attack,false_power,medium
760,0.9638367888537382,16.84280383309186,1.6842803833091862,50.05518938172299,26.56634639014353,normal,none,none
600,1.0013795190017791,17.345556513632275,1.7345556513632276,49.95955290975262,26.652828876004534,normal,none,none
549,1.0212019277826017,13.996284626070912,1.3996284626070912,50.06519270912046,39.515580845878965,normal,none,none
172,0.997234874437497,22.971056648099015,2.2971056648099015,49.99732894474493,40.64526752302411,normal,none,none
965,0.9934121122078582,18.274296460950453,1.8274296460950454,49.79389300919417,24.325313401861735,normal,none,none
741,0.9873470006273012,24.55701466483632,2.455701466483632,50.02296537002485,24.173236172753636,normal,none,none
339,1.036664654364334,16.717966067581315,1.6717966067581316,46.256048075498185,32.47231376873729,attack,frequency_attack,critical
49,1.0059614106897419,25.812697594253073,2.5812697594253073,49.84416520141016,33.19698774645686,normal,none,none
231,1.1087870962020385,30.163844375542148,3.016384437554215,50.075102015963026,36.86395444173096,attack,overvoltage,medium
93,1.047802507113068,90.95926389308467,9.095926389308467,50.04229788519712,37.39790375168734,attack,false_power,medium
541,1.007961455654133,19.04411818702994,1.9044118187029941,49.97363778638286,35.68894506593695,normal,none,none
653,0.9924857761599594,30.50323328867708,3.0503233288677083,50.083633921917574,48.022938431285304,normal,none,none
620,1.0197017232260714,18.42331960596355,1.842331960596355,49.92735389988326,40.663397168914386,normal,none,none
27,0.9749503125796567,32.8689231228107,3.2868923122810703,45.27538066604262,17.664687194629835,attack,frequency_attack,critical
519,1.0027755720850429,39.11635911929817,3.911635911929817,49.94226511171012,27.86693962876021,normal,none,none
262,0.8312270538928006,34.038403850576536,3.403840385057654,50.04579052512657,30.68607485102952,attack,undervoltage,high
645,1.0196836261077882,21.714777134507827,2.1714777134507828,49.91603430720114,28.164382753965434,normal,none,none
358,0.9880236120501859,33.69023481641595,3.3690234816415954,50.0012407990188,36.78014557804363,normal,none,none
617,1.0235583626044085,22.802162717882705,2.280216271788271,50.059865366581725,43.25358409403332,normal,none,none
999,1.0139310054902027,22.626730767254966,2.2626730767254966,50.0087374890085,39.19565082208325,normal,none,none
87,0.996622339296295,24.38968469172818,2.4389684691728184,49.90542870481588,38.17894438765617,normal,none,none
776,1.0043549759628936,24.749426772052736,2.4749426772052736,50.08456755914786,30.272198366587467,normal,none,none
177,1.259871093607118,24.582093394926908,2.458209339492691,50.009059646515645,45.310184584588825,attack,overvoltage,high
138,0.8189406371179202,33.29640753670371,3.3296407536703714,50.012062045140524,23.980864230880286,attack,undervoltage,high
364,1.0119145621457368,26.551865937080343,2.6551865937080343,50.126397491112364,31.45107160469548,normal,none,none
475,0.9919554887038126,89.39616318457225,8.939616318457224,49.99765919722148,34.18746321483091,attack,false_power,medium
435,1.0098560870860007,28.035941565980803,2.8035941565980806,49.97708559672669,40.83355281320241,normal,none,none
211,0.9874721033191824,24.77382999106209,2.4773829991062093,49.96261472577299,44.50583328144949,normal,none,none
857,1.031003100695445,25.38214307105849,2.538214307105849,49.94304600906253,42.683849962885404,normal,none,none
488,1.194653863144167,25.997507440827384,2.5997507440827388,49.97231992526752,46.66644705674417,attack,overvoltage,high
25,1.2304162687330875,24.459007276138447,2.4459007276138447,49.96384537599095,36.470684253786544,attack,overvoltage,high
244,0.9819352177303229,21.534632669454687,2.1534632669454687,54.19187369654304,29.38165446210621,attack,frequency_attack,critical
33,0.7965769733999694,15.408483477939454,1.5408483477939454,50.033597411435956,31.81138891238411,attack,undervoltage,high
362,0.811236838581432,22.862904131479453,2.2862904131479453,49.88870823452208,30.384759866235477,attack,undervoltage,high
230,1.029800287336916,24.236916346572084,2.4236916346572084,50.0146698037834,31.034611061282806,normal,none,none
669,0.9885612677757348,29.878566937057265,2.9878566937057265,50.17499671149697,40.06153184507867,normal,none,none
273,0.7752458193451229,25.52157905434465,2.552157905434465,49.909792833509734,26.34971040746477,attack,undervoltage,high
248,0.8590848139283612,24.508892024125846,2.4508892024125846,49.95331812391663,33.495747423761735,attack,undervoltage,medium
460,1.0015132715097115,24.415530741500543,2.4415530741500544,50.13685924818232,31.106587323381277,normal,none,none
649,0.960277556927827,28.102102420396218,2.8102102420396218,50.20873263222679,37.57884378100633,normal,none,none
180,1.0196531482788018,23.718054672616812,2.3718054672616815,50.039787003780326,27.659224868941777,normal,none,none
462,1.0089414691606575,20.470955562130314,2.0470955562130313,49.85091091478795,30.545065289047194,normal,none,none
687,1.0172124546650152,30.32084518486817,3.0320845184868173,49.90610103599801,19.423998832558347,normal,none,none
333,0.9852784340969075,50.77978642603781,5.077978642603782,50.20314075168333,28.054875916434547,attack,false_power,medium
717,1.0091709871769106,18.321729100277054,1.8321729100277055,49.91307786835937,41.743629635638705,normal,none,none
303,1.0213926798598958,14.494474669629138,1.4494474669629138,49.91244377866608,31.533801358262757,normal,none,none
155,1.0375884741921295,20.708693323933776,2.070869332393378,50.019446875357936,44.749025147830416,normal,none,none
