timestamp,voltage_pu,active_power_kw,reactive_power_kvar,frequency_hz,temperature_c,label,attack_type,severity
0,0.9895925072125196,18.047157305658807,1.8047157305658807,50.032299020298716,39.656180018515045,normal,none,none
1,1.0428583121984243,31.28060925203563,3.128060925203563,50.046709777958796,34.310779547418186,normal,none,none
2,0.9923380311809885,18.492046687826992,1.8492046687826993,49.900086707902545,47.81522179465439,normal,none,none
3,0.9996220963970598,16.586369681739946,1.6586369681739948,50.12318918087634,32.7776407706262,normal,none,none
4,0.9917682290840305,9.14352058348734,0.9143520583487341,50.02972648208265,52.58639239871829,normal,none,none
5,1.0225470476439937,29.89436743772366,2.989436743772366,49.979427408309164,33.95444555593287,normal,none,none
6,1.0016077599020126,27.665761519492023,2.7665761519492023,50.09272623193644,28.94575053310972,normal,none,none
7,0.9900228009982439,23.930155096596835,2.3930155096596835,50.031410006932205,44.94128222317003,normal,none,none
8,1.0194560601242542,34.90263637141118,3.4902636371411178,49.89508729256054,33.40565940482682,normal,none,none
9,0.9804262069458193,24.45153504914586,2.445153504914586,50.07056852476376,38.36249567897084,normal,none,none
10,1.0125643574365746,22.192152913710192,2.2192152913710195,50.164777486207406,33.741769842267956,normal,none,none
11,1.0010779777382142,22.3867280465693,2.23867280465693,49.96192486694612,34.34612545181647,normal,none,none
12,1.0419988135267508,23.007540729690902,2.3007540729690903,50.11817976169017,22.909324678456294,normal,none,none
13,0.9975734218957814,28.920781792789985,2.8920781792789985,49.990687134253015,27.788257035325312,normal,none,none
14,0.9922179618278154,20.48630911045758,2.048630911045758,49.998587577268715,41.38807447164947,normal,none,none
15,0.9985907954365812,32.245712532595654,3.2245712532595654,49.963803724798346,40.913158006606594,normal,none,none
16,1.0128067150179163,19.65547203012123,1.9655472030121233,50.08900447793129,31.813728799057298,normal,none,none
17,0.9920586588457843,29.05362851789117,2.9053628517891172,50.02139914183825,50.902845257769776,normal,none,none
18,0.9996511514569217,24.531194114703215,2.453119411470322,50.019575357821076,40.66919456282994,normal,none,none
19,1.009803288733024,21.213555421894146,2.1213555421894146,49.916897511490355,41.299818024162235,normal,none,none
